"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the lack of VIP in the MySQL Router application.","","test_router_without_vip","tests.integration.integration","","unknown","","","test_hacluster","",""
"Tries deploying an arm64 charm on amd64 host.","20681","test_arm_charm_on_amd_host","tests.integration.integration","2026-07-08","passed","2026-07-08","","test_architecture","",""
"Test the certificates of the MySQL Router application.","","test_router_certificates","tests.integration.integration","","unknown","","","test_hacluster","",""
"Tests Landscape client charm alongside the MySQL charms.","","test_landscape_client","tests.integration.integration","","unknown","","","test_subordinate_charms","",""
"Test the database relation.","","test_database_relation","tests.integration.integration","","unknown","","","test_charm","",""
"Tries deploying an amd64 charm on arm64 host.","0","test_amd_charm_on_arm_host","tests.integration.integration","2026-07-08","skipped","2026-07-08","","test_architecture","",""
"Test a refresh failure and its rollback.","227139","test_fail_and_rollback","tests.integration.integration","2026-07-08","passed","2026-07-08","","test_upgrade","",""
"Test log rotation.","130397","test_log_rotation","tests.integration.integration","2026-07-08","passed","2026-07-08","","test_log_rotation","",""
"Test the database relation.","405111","test_database_relation","tests.integration.integration","2026-07-08","passed","2026-07-08","","test_database","",""
"Test connectivity when backend database is using TLS.","","test_data_integrator_connectivity_with_tls","tests.integration.integration","","unknown","","","test_data_integrator","",""
"Test encryption when backend database is using TLS.","270016","test_deploy_and_relate","tests.integration.integration","2026-07-08","passed","2026-07-08","","test_tls","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","160942","test_upgrade_from_edge","tests.integration.integration","2026-07-08","passed","2026-07-08","","test_upgrade","",""
"Test the failover of the ha-cluster leader.","","test_ha_cluster_failover","tests.integration.integration","","unknown","","","test_hacluster","",""
"Test endpoints when mysql-router-k8s is related to a TLS operator.","68433","test_expose_external_with_tls","tests.integration.integration","2026-07-08","passed","2026-07-08","","test_expose_external","",""
"Test that exporter endpoint is functional.","435529","test_exporter_endpoint","tests.integration.integration","2026-07-08","passed","2026-07-08","","test_exporter","",""
"Test the expose-external config option.","144713","test_expose_external","tests.integration.integration","2026-07-08","passed","2026-07-08","","test_expose_external","",""
"Test external connectivity with data-integrator ha-cluster.","","test_external_connectivity_with_ha_cluster","tests.integration.integration","","unknown","","","test_hacluster","",""
"Test connectivity when backend database is using Data integrator.","","test_data_integrator_connectivity","tests.integration.integration","","unknown","","","test_data_integrator","",""
"Test that the exporter endpoint works when related with TLS","529668","test_exporter_endpoint","tests.integration.integration","2026-07-08","passed","2026-07-08","","test_exporter_with_tls","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","175954","test_deploy_edge","tests.integration.integration","2026-07-08","passed","2026-07-08","","test_upgrade","",""
"Test encryption when backend database is using TLS.","63722","test_connected_encryption","tests.integration.integration","2026-07-08","passed","2026-07-08","","test_tls","",""
"Tests Ubuntu pro charm alongside the MySQL charms.","","test_ubuntu_pro","tests.integration.integration","","unknown","","","test_subordinate_charms","",""
